"ACTION","AS_units...2","AS_COMPLETION","ROW_COMPLETION","skip","checked_for_duplicates","row_number","Source","Source DOI","author","author_doi","data_location","sample","notes","notes2","treatment_OLD","treatment","treatment_NOTES","treatment_level","latitude","longitude","lat_lon_notes","location","elevation_m","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","aridity","plant_species","MAP(mm)","MAT(°)","Duration (year)","year_sampled","fraction_scheme","aggregate_size_OLD","aggregate_size","amino_sugars","AS_units...41","gluN","gluN_units","murA","murA_units","galN","galN_units","manN","manN_units","microbial_necromass_C","MNC_units","fungal_necromass_C","FNC_units","bacterial_necromass_C","BNC_units","bacterial_biomass_C","bbc_units","fungal_biomass_C","fbc_units","microbial_biomass_C","MBC-units","microbial_biomass_N","MBN-units","soc","SOC_units","soil_C","TC_units","soil_N","TN_units","soil C/N","pH","pH_method","clay","silt","sand","texture","bulk_density","Method","other_variables_available"
,,"0","17",,"Y","1018","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","2",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1019","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","2",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1020","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","3",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1021","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","3",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1022","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","1",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1023","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","1",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1024","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","2",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1025","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","2",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1026","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","3",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","17",,"Y","1027","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Wang, et al. 2020","https://doi.org/10.15666/aeer/1804_59535964",,,,,"straw","straw",,,"44.95","123.15",,,"143",,,,,"cropland",,"0.315",,"414","4.3","3",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"24.31","g/kg",,,"1.56",,,"7.68",,"22.53","54.71","22.76","clay loam",,,
,,"0","14","skip","Y","1168","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"6.5",,,,,"clay",,,
,,"0","17","skip","Y","1169","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1170","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1171","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1172","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1173","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1174","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1175","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1176","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1177","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1178","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1179","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Dong et al. 2013","https://doi.org/10.19336/j.cnki.trtb.2013.05.023",,,"?",,"cover crop","cover crop",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","16","skip","Y","1196","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2014","https://doi.org/10.19336/j.cnki.trtb.2014.06.018",,,"?",,"straw","straw",,,"41.77","123.43",,,"47",,,,,"cropland",,"0.5748",,"671","4.5","0.73",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"15.6","g/kg",,,"1.64211",,,,,"11.8","73.4","14.7","clay loam",,,
,,"14","33",,"Y","2701","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","973","mg/kg","607","mg/kg","33","mg/kg","331","mg/kg",,,"6524.37631","mg/kg","5039.37631","mg/kg","1485","mg/kg",,,,,,,,,,,"13.32",,"1.2",,"11.1","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2702","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","891","mg/kg","547","mg/kg","28","mg/kg","311","mg/kg",,,"5823.56172","mg/kg","4563.56172","mg/kg","1260","mg/kg",,,,,,,,,,,"13.46",,"1.2",,"11.21","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2703","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","1095","mg/kg","683","mg/kg","33","mg/kg","376","mg/kg",,,"7208.37631","mg/kg","5723.37631","mg/kg","1485","mg/kg",,,,,,,,,,,"16.73",,"1.2",,"13.94","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2704","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","955","mg/kg","577","mg/kg","42","mg/kg","330","mg/kg",,,"6543.84258","mg/kg","4653.84258","mg/kg","1890","mg/kg",,,,,,,,,,,"13.37",,"1.2",,"11.15","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2705","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","932","mg/kg","563","mg/kg","33","mg/kg","330","mg/kg",,,"6128.37631","mg/kg","4643.37631","mg/kg","1485","mg/kg",,,,,,,,,,,"12.88",,"1.2",,"10.73","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2706","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","1276","mg/kg","803","mg/kg","45","mg/kg","434","mg/kg",,,"8674.33133","mg/kg","6649.33133","mg/kg","2025","mg/kg",,,,,,,,,,,"18.11",,"1.2",,"15.09","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2707","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","882","mg/kg","544","mg/kg","33","mg/kg","302","mg/kg",,,"5957.37631","mg/kg","4472.37631","mg/kg","1485","mg/kg",,,,,,,,,,,"12.03",,"1.2",,"10.03","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2708","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","869","mg/kg","522","mg/kg","35","mg/kg","315","mg/kg",,,"5823.70215","mg/kg","4248.70215","mg/kg","1575","mg/kg",,,,,,,,,,,"11.89",,"1.2",,"9.91","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2709","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","1181","mg/kg","751","mg/kg","38","mg/kg","391","mg/kg",,,"7981.1909","mg/kg","6271.1909","mg/kg","1710","mg/kg",,,,,,,,,,,"17.04",,"1.2",,"14.2","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2710","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","787","mg/kg","493","mg/kg","35","mg/kg","256","mg/kg",,,"5562.70215","mg/kg","3987.70215","mg/kg","1575","mg/kg",,,,,,,,,,,"11.87",,"1.2",,"9.9","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2711","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","778","mg/kg","463","mg/kg","35","mg/kg","274","mg/kg",,,"5292.70215","mg/kg","3717.70215","mg/kg","1575","mg/kg",,,,,,,,,,,"11.52",,"1.2",,"9.6","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2712","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","950","mg/kg","588","mg/kg","35","mg/kg","320","mg/kg",,,"6417.70215","mg/kg","4842.70215","mg/kg","1575","mg/kg",,,,,,,,,,,"14.93",,"1.2",,"12.45","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2713","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","873","mg/kg","561","mg/kg","26","mg/kg","286","mg/kg",,,"5885.23588","mg/kg","4715.23588","mg/kg","1170","mg/kg",,,,,,,,,,,"12.61",,"1.2",,"10.5","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2714","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","824","mg/kg","525","mg/kg","38","mg/kg","295","mg/kg",,,"5947.1909","mg/kg","4237.1909","mg/kg","1710","mg/kg",,,,,,,,,,,"12.18",,"1.2",,"10.15","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2715","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","833","mg/kg","506","mg/kg","29","mg/kg","290","mg/kg",,,"5486.72464","mg/kg","4181.72464","mg/kg","1305","mg/kg",,,,,,,,,,,"14.13",,"1.2",,"11.78","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2716","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","887","mg/kg","563","mg/kg","36","mg/kg","282","mg/kg",,,"6224.86506","mg/kg","4604.86506","mg/kg","1620","mg/kg",,,,,,,,,,,"12.80",,"1.2",,"10.66","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2717","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","824","mg/kg","503","mg/kg","35","mg/kg","278","mg/kg",,,"5652.70215","mg/kg","4077.70215","mg/kg","1575","mg/kg",,,,,,,,,,,"12.09",,"1.2",,"10.08","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2718","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","851","mg/kg","522","mg/kg","32","mg/kg","298","mg/kg",,,"5727.21339","mg/kg","4287.21339","mg/kg","1440","mg/kg",,,,,,,,,,,"13.77",,"1.2",,"11.47","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2719","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","837","mg/kg","522","mg/kg","26","mg/kg","278","mg/kg",,,"5534.23588","mg/kg","4364.23588","mg/kg","1170","mg/kg",,,,,,,,,,,"11.32",,"1.2",,"9.43","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2720","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","801","mg/kg","487","mg/kg","32","mg/kg","278","mg/kg",,,"5412.21339","mg/kg","3972.21339","mg/kg","1440","mg/kg",,,,,,,,,,,"11.17",,"1.2",,"9.31","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2721","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","747","mg/kg","452","mg/kg","28","mg/kg","261","mg/kg",,,"4968.56172","mg/kg","3708.56172","mg/kg","1260","mg/kg",,,,,,,,,,,"12.14",,"1.2",,"10.12","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2722","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","796","mg/kg","498","mg/kg","31","mg/kg","268","mg/kg",,,"5479.05047","mg/kg","4084.05047","mg/kg","1395","mg/kg",,,,,,,,,,,"12.06",,"1.2",,"10.05","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2723","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","765","mg/kg","465","mg/kg","31","mg/kg","272","mg/kg",,,"5182.05047","mg/kg","3787.05047","mg/kg","1395","mg/kg",,,,,,,,,,,"11.78",,"1.2",,"9.82","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2724","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","787","mg/kg","487","mg/kg","28","mg/kg","319","mg/kg",,,"5283.56172","mg/kg","4023.56172","mg/kg","1260","mg/kg",,,,,,,,,,,"13.17",,"1.2",,"10.98","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2725","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","833","mg/kg","503","mg/kg","37","mg/kg","289","mg/kg",,,"5717.02798","mg/kg","4052.02798","mg/kg","1665","mg/kg",,,,,,,,,,,"11.68",,"1.2",,"9.73","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2726","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","814","mg/kg","498","mg/kg","29","mg/kg","283","mg/kg",,,"5414.72464","mg/kg","4109.72464","mg/kg","1305","mg/kg",,,,,,,,,,,"11.95",,"1.2",,"9.96","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2727","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate",">2000um",">2mm","738","mg/kg","446","mg/kg","35","mg/kg","245","mg/kg",,,"5139.70215","mg/kg","3564.70215","mg/kg","1575","mg/kg",,,,,,,,,,,"13.21",,"1.2",,"11","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2728","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","783","mg/kg","479","mg/kg","32","mg/kg","270","mg/kg",,,"5340.21339","mg/kg","3900.21339","mg/kg","1440","mg/kg",,,,,,,,,,,"11.80",,"1.2",,"9.83","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2729","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","837","mg/kg","509","mg/kg","33","mg/kg","292","mg/kg",,,"5642.37631","mg/kg","4157.37631","mg/kg","1485","mg/kg",,,,,,,,,,,"12.01",,"1.2",,"10","7.1",,"27.54","47.65","24.81",,,,
